"gene_id","ensembl_gene_id","gene_symbol","gene_type","HT55_log2FC","HT55_padj","SW948_log2FC","SW948_padj","observed_LFC_difference","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","interaction_status"
"ENSG00000162344.6","ENSG00000162344","FGF19","protein_coding",-2.91878447567235,3.79394669128008e-56,2.51684895975384,4.33960193107057e-30,5.43563343542619,107.949502929142,5.43563299900022,0.281426714587015,19.314559411948,4.05174107037738e-83,2.93589157959545e-79,"Positive_interaction"
"ENSG00000186480.15","ENSG00000186480","INSIG1","protein_coding",1.83257955238729,1.98497105873649e-21,6.2361123387199,5.08669426918872e-241,4.40353278633261,8130.96701682592,4.40353248078986,0.262571667852032,16.7707830658691,3.99212846316623e-63,7.23174071102562e-60,"Positive_interaction"
"ENSG00000101161.10","ENSG00000101161","PRPF6","protein_coding",-0.453919643274234,3.19231275112612e-16,0.73259890781347,7.84741371296967e-46,1.1865185510877,1317.63447761544,1.18651854468005,0.0733420575859762,16.1778737021271,7.2246651539291e-59,9.51816794643095e-56,"Positive_interaction"
"ENSG00000101670.14","ENSG00000101670","LIPG","protein_coding",0.335859451349506,0.00132512637897331,2.40792715786203,1.019498540058e-164,2.07206770651252,771.624590999648,2.07206766884987,0.128964421309688,16.0669714003844,4.34817586365341e-58,4.84721266277425e-55,"Positive_interaction"
"ENSG00000164211.15","ENSG00000164211","STARD4","protein_coding",0.735677927284171,4.0234791993143e-12,2.860507397597,4.37649554279915e-163,2.12482947031283,662.582994098221,2.12482942469883,0.144555724654314,14.6990333989199,6.53863936374291e-49,4.73789808296812e-46,"Positive_interaction"
"ENSG00000006704.13","ENSG00000006704","GTF2IRD1","protein_coding",-0.0797531302109035,0.522091193178756,1.95559617492231,2.79264777157607e-86,2.03534930513321,1359.01552244496,2.03534926589932,0.138520734578587,14.6934628385515,7.09912152704513e-49,4.89906996047324e-46,"Positive_interaction"
"ENSG00000131069.22","ENSG00000131069","ACSS2","protein_coding",0.621952665306262,4.95561443901727e-08,2.83176624824475,2.38848024530791e-145,2.20981358293849,3288.14444613718,2.20981353144557,0.152623642577242,14.4788415092844,1.64852236846486e-47,9.55615446551708e-45,"Positive_interaction"
"ENSG00000168394.15","ENSG00000168394","TAP1","protein_coding",0.304298951352256,1.06647621949855e-06,1.52530520131833,4.62533209623016e-130,1.22100624996607,739.331956158443,1.22100624108513,0.0850449665853336,14.3571840887254,9.60511941847287e-47,5.1554589115744e-44,"Positive_interaction"
"ENSG00000171368.14","ENSG00000171368","TPPP","protein_coding",-0.699416384610488,5.24591551455534e-05,2.59368794671799,1.21021993084746e-52,3.29310433132848,176.294754563527,3.29310415503957,0.230932597257122,14.260023029027,3.88326335293089e-46,2.00986616109552e-43,"Positive_interaction"
"ENSG00000132481.9","ENSG00000132481","TRIM47","protein_coding",-0.391407681297716,0.00760758427383866,2.53683789529818,3.92675206965396e-55,2.9282455765959,248.145514300712,2.92824545079089,0.206771461066499,14.1617486073146,1.58012818148322e-45,7.89628193312233e-43,"Positive_interaction"
"ENSG00000103275.24","ENSG00000103275","UBE2I","protein_coding",-0.222815443225019,0.0200130607385296,1.43350604553276,3.90222669839758e-60,1.65632148875778,1432.81137143821,1.65632146445565,0.12111443893911,13.6756730160667,1.41888382002274e-42,5.5574227891269e-40,"Positive_interaction"
"ENSG00000113161.19","ENSG00000113161","HMGCR","protein_coding",0.943726807499237,1.23510530171833e-18,2.92363074157281,2.19036033055866e-175,1.97990393407357,3091.53450848178,1.97990389194303,0.14494187993933,13.6599849040994,1.76020238234287e-42,6.71285603287181e-40,"Positive_interaction"
"ENSG00000117602.15","ENSG00000117602","RCAN3","protein_coding",-0.627173400174701,8.11803580650249e-13,0.880293073461184,2.89024030221888e-32,1.50746647363589,542.370864909691,1.50746645468542,0.110590298994497,13.6310912294435,2.6163855896274e-42,9.47916499122008e-40,"Positive_interaction"
