generation	gene	annotations
50000	ecpD	2
50000	edd	2
50000	emrK	2
50000	emrY	2
50000	epd	2
50000	fbaA	2
50000	fbp	2
50000	fdx	2
50000	fecC	2
50000	fecD	2
50000	feoB	2
50000	fixA	2
50000	flhB	2
50000	fmt	2
50000	folK	2
50000	frdA	2
50000	frdB	2
50000	frdC	2
50000	frlC	2
50000	frr	2
50000	fruA	2
50000	fruK	2
50000	fruR	2
50000	fsr	2
50000	ftsK	2
50000	ftsN	2
50000	fucI	2
50000	fucK	2
50000	fucO	2
50000	fucU	2
50000	fur	2
50000	galR	2
50000	galU	2
50000	garK	2
50000	gcl	2
50000	glgA	2
50000	glgC	2
50000	glnS	2
50000	glpA	2
50000	glpB	2
50000	glpC	2
50000	glpD	2
50000	glpQ	2
50000	glpT	2
50000	glxK	2
50000	glxR	2
50000	glyA	2
50000	glyQ	2
50000	gntT	2
50000	gph	2
50000	greB	2
50000	grpE	2
50000	grxA	2
50000	grxB	2
50000	gspE	2
50000	gspF	2
50000	gspG	2
50000	gspH	2
50000	gspJ	2
50000	gspK	2
50000	gspL	2
50000	gss	2
50000	gudD	2
50000	gudP	2
50000	gudX	2
50000	hcaC	2
50000	hcaF	2
50000	hda	2
50000	hdfR	2
50000	helD	2
50000	hemB	2
50000	hemH	2
50000	hepA	2
50000	hisB	2
50000	hisJ	2
50000	hisQ	2
50000	hnr	2
50000	hns	2
50000	holE	2
50000	hrpB	2
50000	hslR	2
50000	htrE	2
50000	hybB	2
50000	hybC	2
50000	hybD	2
50000	hybG	2
50000	hycC	2
50000	hyfB	2
50000	hyfD	2
50000	hyfE	2
50000	hyfF	2
50000	hyi	2
50000	hypA	2
50000	hypB	2
50000	hypC	2
50000	hypD	2
50000	hypF	2
50000	ibpA	2
50000	ibpB	2
50000	iclR	2
50000	ilvB	2
50000	ilvD	2
50000	ilvE	2
50000	ilvG	2
50000	ilvH	2
50000	ilvI	2
50000	ilvL	2
50000	ilvM	2
50000	inaA	2
50000	infB	2
50000	insA-10	2
50000	insA-11	2
50000	insA-13	2
50000	insA-21	2
50000	insA-2	2
50000	insA-25	2
50000	insA-26	2
50000	insA-4	2
50000	insB-10	2
50000	insB-11	2
50000	insB-13	2
50000	insB-21	2
50000	insB-2	2
50000	insB-26	2
50000	insB-4	2
50000	insE-4	2
50000	insI	2
50000	insJ-2	2
50000	insJ-3	2
50000	insL-1	2
50000	insL-4	2
50000	insN	2
50000	ispC	2
50000	ispG	2
50000	ispZ	2
50000	ivbL	2
50000	kch	2
50000	kdgK	2
50000	kdsB	2
50000	lacA	2
50000	lacI	2
50000	lacY	2
50000	lacZ	2
50000	lar	2
50000	lasT	2
50000	ldcC	2
50000	ligA	2
50000	ligT	2
50000	lipB	2
50000	lnt	2
50000	lplA	2
50000	lysA	2
50000	lysC-pgi	2
50000	malE	2
50000	malF	2
50000	malG	2
50000	malK	2
50000	map	2
50000	mdlB	2
50000	mdoB	2
50000	mdoG	2
50000	mdoH	2
50000	menB	2
50000	menC	2
50000	menD	2
50000	metA	2
50000	mgsA	2
50000	mhpA	2
50000	mhpR	2
50000	mltE	2
50000	mntR	2
50000	moaE	2
50000	modF	2
50000	motB	2
50000	mreB	2
50000	mtr	2
50000	mukE	2
50000	nadC	2
50000	nadE	2
50000	nadR	2
50000	nagB	2
50000	nanA	2
50000	nanE	2
50000	nanK	2
50000	nanR	2
50000	nanT	2
50000	napA	2
50000	napG	2
50000	narL	2
50000	narU	2
50000	narX	2
50000	narZ	2
50000	nfsA	2
50000	nhaA	2
50000	nhaR	2
50000	nrdH	2
50000	nrdI	2
50000	nth	2
50000	nuoE	2
50000	nuoF	2
50000	nuoG	2
50000	nusA	2
50000	ompA	2
50000	oppA	2
50000	oppB	2
50000	oppC	2
50000	oppD	2
50000	oppF	2
50000	ordL	2
50000	osmC	2
50000	otsB	2
50000	pal	2
50000	panB	2
50000	panC	2
50000	panD	2
50000	parC	2
50000	pdhR	2
50000	pdxA	2
50000	pepA	2
50000	pepB	2
50000	pfs	2
50000	pgk	2
50000	pgpB	2
50000	phoH	2
50000	pioO	2
50000	pitA	2
50000	pitB	2
50000	polB	2
50000	potD	2
50000	potF	2
50000	pphA	2
50000	pphB	2
50000	ppnK	2
50000	ppx	2
50000	pqiA	2
50000	pqiB	2
50000	prc	2
50000	priA	2
50000	proQ	2
50000	pssA	2
50000	pta	2
50000	ptrB	2
50000	ptsN	2
50000	purC	2
50000	purF	2
50000	pyrC	2
50000	pyrE	2
50000	pyrF	2
50000	pyrH	2
50000	qor	2
50000	rbfA	2
50000	recA	2
50000	recB	2
50000	recE	2
50000	recR	2
50000	recT	2
50000	ribA	2
50000	rihA	2
50000	rimL	2
50000	rlpA	2
50000	rluA	2
50000	rnfA	2
50000	rnfC	2
50000	rnfD	2
50000	rnfE	2
50000	rnfG	2
50000	rof	2
50000	rpe	2
50000	rph	2
50000	rplA	2
50000	rplB	2
50000	rplC	2
50000	rplD	2
50000	rplE	2
50000	rplJ	2
50000	rplL	2
50000	rplN	2
50000	rplP	2
50000	rplV	2
50000	rplX	2
50000	rplY	2
50000	rpmC	2
50000	rpmH	2
50000	rpoD	2
50000	rpsC	2
50000	rpsJ	2
50000	rpsO	2
50000	rpsQ	2
50000	rpsS	2
50000	rpsU	2
50000	rpsV	2
50000	rrmB	2
50000	rsuA	2
50000	rtn	2
50000	sapA	2
50000	sapB	2
50000	sapC	2
50000	sdaB	2
50000	secG	2
50000	selB	2
50000	selD	2
50000	serA	2
50000	serB	2
50000	sfa	2
50000	sfcA	2
50000	sfsA	2
50000	sgcA	2
50000	sgcE	2
50000	sgcQ	2
50000	sgcR	2
50000	shiA	2
50000	sirA	2
50000	slmA	2
50000	smf	2
50000	smg	2
50000	smp	2
50000	sms	2
50000	speC	2
50000	sppA	2
50000	spy	2
50000	srmB	2
50000	ssuA	2
50000	ssuB	2
50000	ssuC	2
50000	ssuD	2
50000	stpA	2
50000	sufA	2
50000	sufI	2
50000	suhB	2
50000	surA	2
50000	surE	2
50000	syd	2
50000	tas	2
50000	tauA	2
50000	tdk	2
50000	thrA	2
50000	thrB	2
50000	thrL	2
50000	tilS	2
50000	tnaA	2
50000	tnaL	2
50000	tonB	2
50000	torS	2
50000	torY	2
50000	torZ	2
50000	treF	2
50000	trkA	2
50000	trkG	2
50000	trmE	2
50000	trpE	2
50000	trpL	2
50000	truB	2
50000	trxB	2
50000	ubiA	2
50000	ubiC	2
50000	ubiX	2
50000	usg	2
50000	ushA	2
50000	uup	2
50000	uvrC	2
50000	uvrY	2
50000	wecG	2
50000	xasA	2
50000	xisR	2
50000	xni	2
50000	xylE	2
50000	yabB	2
50000	yabJ	2
50000	yadC	2
50000	yadD	2
50000	yadE	2
50000	yadG	2
50000	yadH	2
50000	yadI	2
50000	yadL	2
50000	yadM	2
50000	yadN	2
50000	yadQ	2
50000	yadT	2
50000	yaeJ	2
50000	yaeP	2
50000	yaeQ	2
50000	yaeR	2
50000	yafZ	2
50000	yagW	2
50000	yagX	2
50000	yagY	2
50000	yagZ	2
50000	yaiO	2
50000	yajF	2
50000	yajG	2
50000	yajQ	2
50000	yajR	2
50000	ybaE	2
50000	ybaK	2
50000	ybaS	2
50000	ybaT	2
50000	ybaV	2
50000	ybaW	2
50000	ybaX	2
50000	ybbD	2
50000	ybbJ	2
50000	ybbK	2
50000	ybbL	2
50000	ybbM	2
50000	ybbN	2
50000	ybbV	2
50000	ybbY	2
50000	ybeD	2
50000	ybeF	2
50000	ybeM	2
50000	ybeX	2
50000	ybeY	2
50000	ybeZ	2
50000	ybfC	2
50000	ybfGH	2
50000	ybfM	2
50000	ybfN	2
50000	ybfP	2
50000	ybgF	2
50000	ybhL	2
50000	ybhM	2
50000	ybiO	2
50000	ybiP	2
50000	ybiR	2
50000	ybiS	2
50000	ybiT	2
50000	ybiU	2
50000	ybjC	2
50000	ybjG	2
50000	ybjH	2
50000	ybjI	2
50000	ybjJ	2
50000	ybjK	2
50000	ybjN	2
50000	ybjS	2
50000	ycaQ	2
50000	ycaR	2
50000	ycbG	2
50000	ycbY	2
50000	ycbZ	2
50000	yccM	2
50000	yccT	2
50000	yccU	2
50000	ycdB	2
50000	ycdN	2
50000	ycdO	2
50000	ycdP	2
50000	ycdQ	2
50000	yceB	2
50000	yceD	2
50000	yceF	2
50000	ycfF	2
50000	ycfJ	2
50000	ycfL	2
50000	ycfM	2
50000	ycfQ	2
50000	ycfR	2
50000	ycfS	2
50000	ycfZ	2
50000	ycgV	2
50000	ychE	2
50000	ychN	2
50000	ychP	2
50000	yciA	2
50000	yciH	2
50000	yciI	2
50000	yciM	2
50000	yciO	2
50000	yciR	2
50000	yciS	2
50000	yciU	2
50000	yciV	2
50000	ycjC	2
50000	ycjK	2
50000	ycjL	2
50000	ycjN	2
50000	ycjO	2
50000	ycjP	2
50000	ycjQ	2
50000	ycjR	2
50000	ycjS	2
50000	ycjT	2
50000	ycjU	2
50000	ydaC	2
50000	ydaL	2
50000	ydaM	2
50000	ydaN	2
50000	ydaO	2
50000	ydcD	2
50000	ydcG	2
50000	ydcH	2
50000	ydcJ	2
50000	ydcK	2
50000	yddB	2
50000	yddJ	2
50000	yddK	2
50000	yddO	2
50000	yddP	2
50000	yddV	2
50000	yddW	2
50000	ydeO	2
50000	ydeP	2
50000	ydeQ	2
50000	ydeR	2
50000	ydeS	2
50000	ydeT	2
50000	ydfI	2
50000	ydfK	2
50000	ydfP	2
50000	ydfX	2
50000	ydfZ	2
50000	ydgB	2
50000	ydgC	2
50000	ydgE	2
50000	ydgJ	2
50000	ydgK	2
50000	ydgT	2
50000	ydhS	2
50000	ydhT	2
50000	ydhU	2
50000	ydiH	2
50000	ydiI	2
50000	ydiO	2
50000	ydjA	2
50000	ydjC	2
50000	ydjQ	2
50000	ydjR	2
50000	yeaJ	2
50000	yeaK	2
50000	yeaL	2
50000	yeaM	2
50000	yeaR	2
50000	yeaS	2
50000	yeaT	2
50000	yeaV	2
50000	yebE	2
50000	yebR	2
50000	yebS	2
50000	yebV	2
50000	yebW	2
50000	yebY	2
50000	yebZ	2
50000	yecM	2
50000	yecP	2
50000	yecT	2
50000	yedU	2
50000	yeeN	2
50000	yeeO	2
50000	yegE	2
50000	yegX	2
50000	yehY	2
50000	yehZ	2
50000	yeiJ	2
50000	yeiP	2
50000	yejA	2
50000	yejF	2
50000	yejH	2
50000	yejK	2
50000	yejL	2
50000	yejO	2
50000	yfaA	2
50000	yfaD	2
50000	yfaH	2
50000	yfaT	2
50000	yfaU	2
50000	yfbB	2
50000	yfbF	2
50000	yfbG	2
50000	yfbR	2
50000	yfbT	2
50000	yfbU	2
50000	yfbV	2
50000	yfcC	2
50000	yfcD	2
50000	yfcE	2
50000	yfcF	2
50000	yfcK	2
50000	yfcL	2
50000	yfcR	2
50000	yfcTU	2
50000	yfdE	2
50000	yfdV	2
50000	yfeH	2
50000	yfgA	2
50000	yfgC	2
50000	yfgD	2
50000	yfhA	2
50000	yfhG	2
50000	yfhJ	2
50000	yfiQ	2
50000	ygaC	2
50000	ygaD	2
50000	ygaG	2
50000	ygaM	2
50000	ygaP	2
50000	ygaV	2
50000	ygaW	2
50000	ygbI	2
50000	ygbJ	2
50000	ygbK	2
50000	ygbO	2
50000	ygcG	2
50000	ygdQ	2
50000	ygdR	2
50000	ygeD	2
50000	ygfF	2
50000	ygfZ	2
50000	yggB	2
50000	yggC	2
50000	yggD	2
50000	yggF	2
50000	yggP	2
50000	yghS	2
50000	yghT	2
50000	yghU	2
50000	ygiX	2
50000	ygiY	2
50000	ygiZ	2
50000	ygjD	2
50000	yhaC	2
50000	yhaV	2
50000	yhbP	2
50000	yhbQ	2
50000	yhbS	2
50000	yhbT	2
50000	yhbU	2
50000	yhbV	2
50000	yhbW	2
50000	yhbX	2
50000	yhcG	2
50000	yhcH	2
50000	yhdV	2
50000	yhfL	2
50000	yhfM	2
50000	yhfN	2
50000	yhfV	2
50000	yhgF	2
50000	yhhN	2
50000	yhhQ	2
50000	yhhS	2
50000	yhhX	2
50000	yhiO	2
50000	yhjA	2
50000	yhjB	2
50000	yhjC	2
50000	yhjD	2
50000	yhjH	2
50000	yhjJ	2
50000	yiaT	2
50000	yiaU	2
50000	yicC	2
50000	yicF	2
50000	yicG	2
50000	yicK	2
50000	yicL	2
50000	yidA	2
50000	yidB	2
50000	yidE	2
50000	yifB	2
50000	yifE	2
50000	yihN	2
50000	yihP	2
50000	yihQ	2
50000	yihR	2
50000	yihS	2
50000	yihT	2
50000	yihU	2
50000	yis2	2
50000	yjbA	2
50000	yjbI	2
50000	yjbM	2
50000	yjeA	2
50000	yjeK	2
50000	yjfF	2
50000	yjfH	2
50000	yjfI	2
50000	yjfJ	2
50000	yjfK	2
50000	yjgD	2
50000	yjgI	2
50000	yjgJ	2
50000	yjgK	2
50000	yjgL	2
50000	yjgM	2
50000	yjgN	2
50000	yjgP	2
50000	yjhB	2
50000	yjhC	2
50000	yjjA	2
50000	yjjB	2
50000	yjjG	2
50000	yjjK	2
50000	yjjP	2
50000	yjjQ	2
50000	yjjX	2
50000	yjjY	2
50000	ykgE	2
50000	ykgF	2
50000	ykgG	2
50000	ykgH	2
50000	ykgK	2
50000	ykgN	2
50000	ylbA	2
50000	yleA	2
50000	yliA	2
50000	yliB	2
50000	yliC	2
50000	yliD	2
50000	yliE	2
50000	yliF	2
50000	ymfA	2
50000	ymgD	2
50000	ynaE-ynaF	2
50000	ynaK	2
50000	yncE	2
50000	yncG	2
50000	yncH	2
50000	yneJ	2
50000	ynfF	2
50000	ynfM	2
50000	ynjB	2
50000	ynjC	2
50000	ynjD	2
50000	yoaA	2
50000	yoaD	2
50000	yoaE	2
50000	yoaG	2
50000	yobA	2
50000	yobB	2
50000	ypdB	2
50000	ypdD	2
50000	ypdF	2
50000	ypeA	2
50000	ypeB	2
50000	yqaA	2
50000	yqaB	2
50000	yqcA	2
50000	yqcB	2
50000	yqcC	2
50000	yqcD	2
50000	yqiJ	2
50000	yqiK	2
50000	yrbG	2
50000	yrdA	2
50000	yrdB	2
50000	yrdC	2
50000	yrdD	2
50000	yrfE	2
50000	yrfF	2
50000	yrfG	2
50000	yshA	2
50000	ytfG	2
50000	ytfH	2
50000	zntA	2
50000	zwf	2
50000	abgA	1
50000	abgB	1
50000	abgT	1
50000	accB	1
50000	ackA	1
50000	acnB	1
50000	acpS	1
50000	acpT	1
50000	acs	1
50000	actP	1
50000	ade	1
50000	aidB	1
50000	ais	1
50000	allA	1
50000	allD	1
50000	allR	1
50000	alsA	1
50000	alsB	1
50000	alsC	1
50000	alsE	1
50000	alsK	1
50000	amiC	1
50000	ampC	1
50000	ampG	1
50000	ansB	1
50000	apaG	1
50000	apaH	1
50000	appC	1
50000	aqpZ	1
50000	araC	1
50000	araD	1
50000	arcC	1
50000	argA	1
50000	argB	1
50000	argC	1
50000	argD	1
50000	argE	1
50000	argG	1
50000	argH	1
50000	aroG-gpmA	1
50000	aroH	1
50000	aroK	1
50000	arpB	1
50000	arsB	1
50000	arsR	1
50000	ascB	1
50000	ascG	1
50000	aslA-hemY	1
50000	asmA	1
50000	astA	1
50000	astB	1
50000	astC	1
50000	astD	1
50000	avtA	1
50000	bcsZ	1
50000	betB	1
50000	bfd	1
50000	bfr	1
50000	bioA	1
50000	bioB	1
50000	bioC	1
50000	bioD	1
50000	bioF	1
50000	bioH	1
50000	bipA	1
50000	bipA-yihL	1
50000	birA	1
50000	bisC	1
50000	blc	1
50000	brnQ	1
50000	btuC	1
50000	btuD	1
50000	btuE	1
50000	cadA	1
50000	cadB	1
50000	cadC	1
50000	caiB	1
50000	caiF-caiE	1
50000	carA	1
50000	cdd	1
50000	cdsA	1
50000	cedA	1
50000	celA	1
50000	celB	1
50000	celC	1
50000	chaA-chaB	1
50000	cirA-lysP	1
50000	cmtA	1
50000	cmtB	1
50000	coaA	1
50000	codA	1
50000	codB	1
50000	creA	1
50000	creD	1
50000	crl	1
50000	csdA	1
50000	csgD-csgB	1
50000	csgG-csgF	1
50000	cspA	1
50000	cueO	1
50000	cutC-yecM	1
50000	cyaY	1
50000	cybB	1
50000	cynR	1
50000	cynT	1
50000	cynX	1
50000	cyoB	1
50000	cyoC	1
50000	cyoD	1
50000	cysD-iap	1
50000	cysK	1
50000	cysS	1
50000	cysZ	1
50000	dacC	1
50000	dadA	1
50000	dadX	1
50000	dapE	1
50000	dapF	1
50000	dcd	1
50000	dcuD	1
50000	ddlA-yaiB	1
50000	ddlB	1
50000	degQ	1
50000	degS	1
50000	deoD	1
50000	dfp	1
50000	dgkA	1
50000	dgoA	1
50000	dgoK	1
50000	dgoR	1
50000	dgoT	1
50000	dhaK	1
50000	dhaL	1
50000	dhaM	1
50000	dicB	1
50000	dinF	1
50000	dinI	1
50000	dinJ	1
50000	dmsA	1
50000	dmsB	1
50000	dmsC	1
50000	dnaE	1
50000	dppA	1
50000	dppB	1
50000	dppC	1
50000	dppD	1
50000	dppF	1
50000	dps	1
50000	dsbA	1
50000	dsbA-yihF	1
50000	dsbC	1
50000	dut	1
50000	dxs	1
50000	eaeH	1
50000	ECB_00022	1
50000	ECB_00025	1
50000	ECB_00026	1
50000	ECB_00726	1
50000	ECB_00727	1
50000	ECB_00728	1
50000	ECB_00729	1
50000	ECB_00730	1
50000	ECB_00731	1
50000	ECB_00732	1
50000	ECB_00733	1
50000	ECB_00783-mntR	1
50000	ECB_00835	1
50000	ECB_00836	1
50000	ECB_00837	1
50000	ECB_00838	1
50000	ECB_00851-ybjL	1
50000	ECB_01081	1
50000	ECB_01334	1
50000	ECB_01335	1
50000	ECB_01336	1
50000	ECB_01466-yneL	1
50000	ECB_01505	1
50000	ECB_01522	1
50000	ECB_01526-ECB_01527	1
50000	ECB_01534-ECB_01535	1
50000	ECB_01546	1
50000	ECB_01690	1
50000	ECB_01757-yeaL	1
50000	ECB_02033	1
50000	ECB_02034	1
50000	ECB_02199	1
50000	ECB_02200	1
50000	ECB_02200-nuoN	1
50000	ECB_02364	1
50000	ECB_02509	1
50000	ECB_02510	1
50000	ECB_02652-fucI	1
50000	ECB_02804	1
50000	ECB_02831	1
50000	ECB_03436	1
50000	ECB_03457	1
50000	ECB_03459	1
50000	ECB_03460	1
50000	ECB_03510	1
50000	ECB_03516	1
50000	ECB_03523	1
50000	ECB_03524	1
50000	ECB_03525	1
50000	ECB_03526	1
50000	ECB_03527	1
50000	ECB_03545	1
50000	ECB_03654	1
50000	ECB_03822	1
50000	ECB_04174	1
50000	ECB_04261	1
50000	ecnA	1
50000	ecnB	1
50000	eda	1
50000	efp	1
50000	elaC	1
50000	elaD	1
50000	endA	1
50000	epd-yggC	1
50000	era	1
50000	erfK	1
50000	essQ	1
50000	evgS	1
50000	exuT	1
50000	fabA	1
50000	fabG-acpP	1
50000	fabI	1
50000	fabI-ycjD	1
50000	fadA	1
50000	fadB	1
50000	fadD	1
50000	fadL-yfdF	1
50000	fadR	1
50000	farR	1
50000	fdnG	1
50000	fdnH	1
50000	fdnI	1
50000	fdrA	1
50000	feaB	1
50000	feaR	1
50000	fhuF	1
50000	fixB	1
50000	fixC	1
50000	fixX	1
50000	fldB	1
50000	flgF-flgG	1
50000	flhE	1
50000	flk	1
50000	fnr	1
50000	focA	1
50000	focB	1
50000	folA	1
50000	folX	1
50000	frdD	1
50000	fre	1
50000	frmA	1
50000	frmB	1
50000	frmR	1
50000	frmR-yaiO	1
50000	fruB	1
50000	ftn	1
50000	ftsA	1
50000	ftsE	1
50000	ftsQ	1
50000	ftsX	1
50000	ftsY	1
50000	ftsZ	1
50000	fucR	1
50000	fur-fldA	1
50000	gabP	1
50000	gabT	1
50000	gadA	1
50000	gadB	1
50000	gadX	1
50000	galP	1
50000	gapA	1
50000	garD	1
50000	garL	1
50000	garP	1
50000	garR	1
50000	gatY-fbaB	1
50000	gcvH-gcvT	1
50000	ggt	1
50000	glcD-glcC	1
50000	glgS	1
50000	glnA	1
50000	glnG	1
50000	glnL	1
50000	glpF	1
50000	glpK	1
50000	gltA-sdhC	1
50000	gltL	1
50000	gltS	1
50000	glyS	1
50000	gmhB	1
50000	gmk	1
50000	gnsA	1
50000	gntK	1
50000	gntR	1
50000	gntU	1
50000	goaG	1
50000	gpmA-galM	1
50000	gpmB	1
50000	gppA	1
50000	gpt	1
50000	greA-dacB	1
50000	gshB	1
50000	gsk	1
50000	gspI	1
50000	gspM	1
50000	gspO	1
50000	guaB	1
50000	hcp	1
50000	hdfR-yifE	1
50000	hdhA	1
50000	hemC-cyaA	1
50000	hemE	1
50000	hipA	1
50000	hipB	1
50000	hisA	1
50000	hisF	1
50000	hisH	1
50000	hisI	1
50000	hisM	1
50000	hisP	1
50000	hisS	1
50000	hofB	1
50000	hofQ	1
50000	hokA	1
50000	hokA-insJ-4	1
50000	hokB	1
50000	hokC	1
50000	hokD-ECB_01533	1
50000	holA	1
50000	holD	1
50000	hrsA	1
50000	hscC	1
50000	hslJ	1
50000	hslU	1
50000	hslV	1
50000	htrB	1
50000	htrC	1
50000	hupA	1
50000	hyaA	1
50000	hyaB	1
50000	hybA	1
50000	hybO	1
50000	hycD	1
50000	hycE	1
50000	hycF	1
50000	hycG	1
50000	hycH	1
50000	hycI	1
50000	hydN	1
50000	hyfG	1
50000	ibpB-ibpA	1
50000	idi	1
50000	idnK	1
50000	idnT-idnO	1
50000	ileS	1
50000	ilvA	1
50000	ilvC	1
50000	ilvN	1
50000	ilvY	1
50000	infC	1
50000	insA-1	1
50000	insA-12	1
50000	insA-17	1
50000	insA-3	1
50000	insB-1	1
50000	insB-12	1
50000	insB-17	1
50000	insB-3	1
50000	insE-2	1
50000	insF-2	1
50000	insG	1
50000	insJ-4	1
50000	insK-4	1
50000	insL-2-lon	1
50000	intB	1
50000	iscR-yfhQ	1
50000	ispA	1
50000	ispC-uppS	1
50000	katE	1
50000	kdsA	1
50000	kefC	1
50000	kgtP	1
50000	kil	1
50000	ksgA	1
50000	kup-insJ-5	1
50000	lamB	1
50000	ldcA	1
50000	ldhA	1
50000	ldrA	1
50000	ldrB	1
50000	ldrC	1
50000	lepA	1
50000	lepB	1
50000	leuL	1
50000	leuO	1
50000	lexA	1
50000	lipA	1
50000	lldP	1
50000	lldR	1
50000	lolA	1
50000	lon-hupB	1
50000	lpcA	1
50000	lpdA	1
50000	lpxC	1
50000	lrp	1
50000	ltaE	1
50000	lysR	1
50000	lysS	1
50000	lyxK	1
50000	macA	1
50000	maeB-talA	1
50000	malI	1
50000	malM	1
50000	malX	1
50000	malY	1
50000	malZ	1
50000	mdlA	1
50000	menA	1
50000	menF	1
50000	menG	1
50000	metB	1
50000	metI	1
50000	metJ	1
50000	metK	1
50000	metL	1
50000	metN	1
50000	metT-asnB	1
50000	mhpB	1
50000	mhpE	1
50000	mhpT	1
50000	minC	1
50000	minD	1
50000	minE	1
50000	mipA	1
50000	mlc	1
50000	mltA	1
50000	mltC	1
50000	mntH-nupC	1
50000	mobA	1
50000	mobB	1
50000	modA	1
50000	modE	1
50000	moeA	1
50000	mokB	1
50000	mokC	1
50000	mpl	1
50000	mppA	1
50000	mrcA	1
50000	mrdA	1
50000	mrdB	1
50000	mreC	1
50000	mreD	1
50000	msbB	1
50000	msyB	1
50000	mtlR	1
50000	mukF	1
50000	murB	1
50000	murC	1
50000	mutH	1
50000	mutM	1
50000	mutY	1
50000	mviM	1
50000	mviN	1
50000	nac	1
50000	nadB	1
50000	nadD	1
50000	nagZ	1
50000	napD	1
50000	napF	1
50000	narG	1
50000	narK	1
50000	narP	1
50000	ndh	1
50000	nfi	1
50000	nhaB	1
50000	nirC	1
50000	nlpA	1
50000	nlpA-ECB_03545	1
50000	nlpC	1
50000	nrdD	1
50000	nrdG	1
50000	nrfA	1
50000	nrfB	1
50000	nrfC	1
50000	nrfD	1
50000	nrfE	1
50000	nudC	1
50000	nuoL	1
50000	nuoM	1
50000	nuoN	1
50000	nupG	1
50000	nusG	1
50000	ogt	1
50000	ompC	1
50000	ompF-asnS	1
50000	ompN-ydbK	1
50000	ompX	1
50000	osmB	1
50000	osmE	1
50000	oxyR	1
50000	pabB	1
50000	pcm	1
50000	pdhR-aceE	1
50000	pdxB	1
50000	pdxJ	1
50000	pepD	1
50000	pepQ	1
50000	perM	1
50000	pfkB	1
50000	pgsA	1
50000	pheM	1
50000	pheS	1
50000	phoB	1
50000	phoE	1
50000	phoH-ycdP	1
50000	phoR	1
50000	phpB	1
50000	pinQ	1
50000	plsB	1
50000	plsC	1
50000	pmbA	1
50000	pntA-ydgH	1
50000	polA	1
50000	potC	1
50000	ppc	1
50000	ppdA	1
50000	ppdB	1
50000	ppdC	1
50000	ppdD	1
50000	ppiB	1
50000	ppiC	1
50000	ppsA	1
50000	pqqL	1
50000	prfB	1
50000	prfH	1
50000	prlA	1
50000	proA	1
50000	proB	1
50000	proS	1
50000	proY	1
50000	prpB	1
50000	prpC	1
50000	prpD	1
50000	prpE	1
50000	prsA	1
50000	psd	1
50000	pspA	1
50000	pspB	1
50000	pspC	1
50000	pspD	1
50000	pspE	1
50000	pspF	1
50000	pth	1
50000	ptr	1
50000	ptsH	1
50000	ptsP	1
50000	purD	1
50000	purE	1
50000	purK	1
50000	purL-yfhD	1
50000	purT	1
50000	putA	1
50000	putP	1
50000	pykA	1
50000	pyrE-rph	1
50000	queA	1
50000	racC	1
50000	radC	1
50000	rbfA-infB	1
50000	recC	1
50000	recD	1
50000	recJ	1
50000	recN	1
50000	recO	1
50000	recX	1
50000	rep	1
50000	rfaH	1
50000	rhsA	1
50000	ribD	1
50000	ribF	1
50000	rihB	1
50000	rimI	1
50000	rimJ	1
50000	rluC	1
50000	rmf	1
50000	rnb	1
50000	rncS	1
50000	rnd	1
50000	rnd-fadD	1
50000	rnfB	1
50000	rng	1
50000	rob	1
50000	rpiR	1
50000	rplF	1
50000	rplK	1
50000	rplO	1
50000	rplR	1
50000	rplT	1
50000	rplW	1
50000	rpmB	1
50000	rpmD	1
50000	rpmE	1
50000	rpmG	1
50000	rpmI	1
50000	rpmJ	1
50000	rpoA	1
50000	rpoE	1
50000	rpoN	1
50000	rpoZ	1
50000	rpsD	1
50000	rpsE	1
50000	rpsH	1
50000	rpsK	1
50000	rpsM	1
50000	rpsN	1
50000	rpsO-truB	1
50000	rpsT	1
50000	rrfD	1
50000	rrlH	1
50000	rsd	1
50000	rseA	1
50000	rseB	1
50000	rseC	1
50000	rsmC	1
50000	rspA	1
50000	rspB	1
50000	rstA	1
50000	rstB	1
50000	rzpR	1
50000	sanA	1
50000	sapD	1
50000	sapF	1
50000	sbcD	1
50000	sdaA	1
50000	secD	1
50000	secE	1
50000	secF	1
50000	selA	1
50000	serC	1
50000	serS	1
50000	setB	1
50000	sgbH	1
50000	sgbU	1
50000	sgcB	1
50000	sgcC	1
50000	sgcX	1
50000	sieB	1
50000	sixA	1
50000	slt	1
50000	smpA	1
50000	smpB	1
50000	smtA	1
50000	sohA	1
50000	solA	1
50000	speD	1
50000	speE	1
50000	speG	1
50000	spoT	1
50000	sprT	1
50000	srlD-gutM	1
50000	ssb	1
50000	sucB	1
50000	sucC	1
50000	sucD	1
50000	sugE	1
50000	sulA	1
50000	talA	1
50000	tatA	1
50000	tatB	1
50000	tatC	1
50000	tatD	1
50000	tatE	1
50000	tauD-hemB	1
50000	tdcA	1
50000	tdcB	1
50000	tdcC	1
50000	tdcD	1
50000	tdcE	1
50000	tdcR	1
50000	tehA	1
50000	tehB	1
50000	tesB-ybaY	1
50000	tgt	1
50000	thiC	1
50000	thiD	1
50000	thiH	1
50000	thiI	1
50000	thiJ	1
50000	thiM	1
50000	thrS	1
50000	tilS-rof	1
50000	tkrA	1
50000	tktB	1
50000	tnaB	1
50000	tolB	1
50000	torC	1
50000	torR	1
50000	torT	1
