"gene_id","ensembl_gene_id","gene_symbol","gene_type","HT55_log2FC","HT55_padj","HT55_status","SW948_log2FC","SW948_padj","SW948_status","significance_group"
"ENSG00000151276.25","ENSG00000151276","MAGI1","protein_coding",0.459840948795127,0.000924288904635062,"Not_significant",-0.115037585795169,0.400531778028835,"Not_significant","Neither"
"ENSG00000151287.19","ENSG00000151287","TEX30","protein_coding",-0.0118344163966452,0.956268784423052,"Not_significant",0.189923301911781,0.167271909236437,"Not_significant","Neither"
"ENSG00000151292.21","ENSG00000151292","CSNK1G3","protein_coding",0.00943023288338331,0.935238868944731,"Not_significant",0.721896920738885,3.59278712694046e-26,"Not_significant","Neither"
"ENSG00000151304.8","ENSG00000151304","SRFBP1","protein_coding",-0.301311307840405,0.0280545566477508,"Not_significant",-0.236674826503161,0.0551637000977904,"Not_significant","Neither"
"ENSG00000151320.13","ENSG00000151320","AKAP6","protein_coding",-0.351840312338783,0.459451215160447,"Not_significant",-1.73176467455608,0.0313273027619279,"Downregulated","SW948_only"
"ENSG00000151327.16","ENSG00000151327","FAM177A1","protein_coding",0.803660893239639,2.08451510580937e-08,"Not_significant",1.38375910643446,5.00171305354291e-24,"Upregulated","SW948_only"
"ENSG00000151332.22","ENSG00000151332","MBIP","protein_coding",0.229268413939695,0.264250528891332,"Not_significant",0.720418120897952,1.0992981135832e-05,"Not_significant","Neither"
"ENSG00000151338.23","ENSG00000151338","MIPOL1","protein_coding",-2.23624180779042,0.108353817560787,"Not_significant",0.738373654472044,0.00675435056911534,"Not_significant","Neither"
"ENSG00000151348.18","ENSG00000151348","EXT2","protein_coding",0.221928595119435,0.00060414420304861,"Not_significant",-0.125377193443134,0.0356766752376357,"Not_significant","Neither"
"ENSG00000151353.18","ENSG00000151353","TMEM18","protein_coding",0.0764882614799161,0.57897032532122,"Not_significant",-0.0911842904109663,0.492078154612781,"Not_significant","Neither"
"ENSG00000151364.18","ENSG00000151364","KCTD14","protein_coding",0.293958711464592,0.662683256419499,"Not_significant",-0.488143707749809,0.0209521156394855,"Not_significant","Neither"
"ENSG00000151366.15","ENSG00000151366","NDUFC2","protein_coding",-0.358173559049955,0.00154880274073669,"Not_significant",-0.673328218419803,4.25121695228378e-11,"Not_significant","Neither"
"ENSG00000151376.21","ENSG00000151376","ME3","protein_coding",0.197911278240018,0.042450491710007,"Not_significant",0.0450742470775762,0.71712589286895,"Not_significant","Neither"
"ENSG00000151413.19","ENSG00000151413","NUBPL","protein_coding",-0.725248144707978,9.14682422875971e-06,"Not_significant",-1.53036798210811,2.05778625148088e-17,"Downregulated","SW948_only"
"ENSG00000151414.17","ENSG00000151414","NEK7","protein_coding",0.107114536293806,0.316527590055572,"Not_significant",-0.197913251456158,0.0409016457413455,"Not_significant","Neither"
"ENSG00000151422.16","ENSG00000151422","FER","protein_coding",-1.37332025853439,9.08287073643168e-06,"Downregulated",-0.98961621770986,1.99368493192018e-09,"Not_significant","HT55_only"
"ENSG00000151445.18","ENSG00000151445","VIPAS39","protein_coding",-0.868136707157139,1.8144525057983e-08,"Not_significant",-0.984223383796897,5.78449561150886e-12,"Not_significant","Neither"
"ENSG00000151458.14","ENSG00000151458","ANKRD50","protein_coding",0.445959413620181,0.00268585203413036,"Not_significant",-0.151905898261126,0.296539129199846,"Not_significant","Neither"
"ENSG00000151461.22","ENSG00000151461","UPF2","protein_coding",0.228945333579469,0.0211877475196012,"Not_significant",1.03409617600332,1.70494688129619e-31,"Upregulated","SW948_only"
"ENSG00000151465.16","ENSG00000151465","CDC123","protein_coding",-0.371487126331015,6.32701682732693e-06,"Not_significant",-0.545793475397696,3.44830719018918e-11,"Not_significant","Neither"
"ENSG00000151466.14","ENSG00000151466","SCLT1","protein_coding",-0.655018801549892,6.3858849776792e-05,"Not_significant",-1.76275468686148,8.77996822172495e-20,"Downregulated","SW948_only"
"ENSG00000151470.15","ENSG00000151470","C4orf33","protein_coding",-0.697086905142839,0.00239611627372028,"Not_significant",-0.934911807089292,3.2015956271675e-06,"Not_significant","Neither"
"ENSG00000151474.24","ENSG00000151474","FRMD4A","protein_coding",0.25482011952699,0.167006446865395,"Not_significant",-0.814313131198321,0.0302037560061742,"Not_significant","Neither"
"ENSG00000151490.17","ENSG00000151490","PTPRO","protein_coding",-0.40797615148151,0.747578469750526,"Not_significant",-3.86855680766281,0.00947201038026493,"Downregulated","SW948_only"
"ENSG00000151491.16","ENSG00000151491","EPS8","protein_coding",0.0665268634622802,0.296548419686836,"Not_significant",0.304229552397639,5.47359338166152e-09,"Not_significant","Neither"
"ENSG00000151498.14","ENSG00000151498","ACAD8","protein_coding",-0.405117315463926,0.0443734454183897,"Not_significant",-1.20565297408923,1.68879301240611e-14,"Downregulated","SW948_only"
"ENSG00000151500.17","ENSG00000151500","THYN1","protein_coding",-0.582807948458538,2.2202608363682e-05,"Not_significant",-0.0457502203931405,0.733386456123039,"Not_significant","Neither"
"ENSG00000151502.13","ENSG00000151502","VPS26B","protein_coding",0.398771181990686,2.82460786147421e-08,"Not_significant",-0.26785078400748,4.86942975993535e-05,"Not_significant","Neither"
"ENSG00000151503.16","ENSG00000151503","NCAPD3","protein_coding",-0.118872940002787,0.296113036431629,"Not_significant",-0.0237922418481711,0.826446708392322,"Not_significant","Neither"
"ENSG00000151532.17","ENSG00000151532","VTI1A","protein_coding",-0.165985261702089,0.351385804264411,"Not_significant",-0.421215716952636,0.00552576253818655,"Not_significant","Neither"
"ENSG00000151552.15","ENSG00000151552","QDPR","protein_coding",-0.553830724332891,1.45569292260561e-05,"Not_significant",-0.229323899256997,0.0665324792470551,"Not_significant","Neither"
"ENSG00000151553.17","ENSG00000151553","FHIP2A","protein_coding",0.81640456482652,4.12157102980773e-17,"Not_significant",1.0633357646088,8.39314298484744e-27,"Upregulated","SW948_only"
"ENSG00000151576.12","ENSG00000151576","QTRT2","protein_coding",-0.142696945720195,0.16522661741358,"Not_significant",-0.964152812137251,7.5521867538282e-26,"Not_significant","Neither"
"ENSG00000151611.19","ENSG00000151611","MMAA","protein_coding",0.450494974519219,0.0218740304960895,"Not_significant",1.22088587634851,2.91467633672754e-10,"Upregulated","SW948_only"
"ENSG00000151612.20","ENSG00000151612","ZNF827","protein_coding",0.728813959308232,0.0042636770158234,"Not_significant",-0.450224196910978,0.00365421955427077,"Not_significant","Neither"
"ENSG00000151623.17","ENSG00000151623","NR3C2","protein_coding",2.85844469399939,5.22715041716362e-08,"Upregulated",1.14121406112849,1.12010536961382e-08,"Upregulated","Significant_both"
"ENSG00000151632.20","ENSG00000151632","AKR1C2","protein_coding",1.89710037373982,1.05757736982616e-14,"Upregulated",3.73293340003864,1.80265655899264e-71,"Upregulated","Significant_both"
"ENSG00000151650.10","ENSG00000151650","VENTX","protein_coding",-1.04695991134461,0.000179131639235614,"Downregulated",0.483526768779701,0.779512031169983,"Not_significant","HT55_only"
